sentence,lemma,token,target,left,right
"The European Union adopts appropriate measures but is not able to deal with the problem on its own, hence the need to seek cooperation with countries outside the Union.",need,need,true,"The European Union adopts appropriate measures but is not able to deal with the problem on its own, hence the ", to seek cooperation with countries outside the Union.
"The United Nations protocol gives us a new instrument of international law, enabling all states affected by the problem to adopt more appropriate measures than hitherto in their efforts to combat human trafficking.",effort,efforts,true,"The United Nations protocol gives us a new instrument of international law, enabling all states affected by the problem to adopt more appropriate measures than hitherto in their ", to combat human trafficking.
Stop dreaming up new ways to increase the cost of producing anything.,ways,ways,false,Stop dreaming up new , to increase the cost of producing anything.
I welcome the signs of willingness to involve the representative bodies of management and labour more fully in the design and implementation of projects.,willingness,willingness,true,I welcome the signs of , to involve the representative bodies of management and labour more fully in the design and implementation of projects.
It makes important contributions to efforts to meet the challenges posed by globalisation and demographic change and to kick-start urgent reform of Member States'economic and social policies.,effort,efforts,false,It makes important contributions to , to meet the challenges posed by globalisation and demographic change and to kick-start urgent reform of Member States'economic and social policies.
The regional competitiveness and employment objective also remains a central element of regional policy and a high level of available resources will be concentrated on those priorities.,objective,objective,true,The regional competitiveness and employment , also remains a central element of regional policy and a high level of available resources will be concentrated on those priorities.
"Parliament has cooperated in negotiations with both the Presidency and the European Commission and one of Parliament 's main achievements was obtaining a substantial increase in the financial resources dedicated to territorial cohesion, an important objective in the context of enlargement.",objective,objective,true,"Parliament has cooperated in negotiations with both the Presidency and the European Commission and one of Parliament 's main achievements was obtaining a substantial increase in the financial resources dedicated to territorial cohesion, an important ", in the context of enlargement.
These amendments also called for special account to be taken of the specific situation of small and medium-sized ship owners.,situation,situation,false,These amendments also called for special account to be taken of the specific , of small and medium-sized ship owners.
Unfortunately these amendments were defeated. The resulting report overall goes against proposals by the Commission aimed at breaking down cartels in maritime transport.,proposal,proposals,false,Unfortunately these amendments were defeated. The resulting report overall goes against , by the Commission aimed at breaking down cartels in maritime transport.
"Therefore I voted against the final report because I believe that in many respects the Commission 's original proposal was better suited to lowering maritime transport costs, without endangering the reliability of services.",proposal,proposal,false,Therefore I voted against the final report because I believe that in many respects the Commission 's original ," was better suited to lowering maritime transport costs, without endangering the reliability of services."
Think of the real infrastructural change this vast volume of money could have made if spent internally on the real needs of the UK since 1973.,need,needs,false,Think of the real infrastructural change this vast volume of money could have made if spent internally on the real , of the UK since 1973.
"With Blair having agreed to surrender the British rebate by stages and as the real cost of enlargement builds, the situation will only get worse.",situation,situation,false,"With Blair having agreed to surrender the British rebate by stages and as the real cost of enlargement builds, the ", will only get worse.
"For this reason, the first thing we need is a top-class anti-fraud system; secondly, we need to curb administrative expenditure through measures such as the abandonment of one of the seats of Parliament and the assessment of expenses on the basis of actual costs incurred; thirdly, there are billions to be saved by not foisting enlargements on our unwilling citizens.",reason,reason,true,For this ,", the first thing we need is a top-class anti-fraud system; secondly, we need to curb administrative expenditure through measures such as the abandonment of one of the seats of Parliament and the assessment of expenses on the basis of actual costs incurred; thirdly, there are billions to be saved by not foisting enlargements on our unwilling citizens."
"We endorse many of the proposals in the Szejna report on developments in and prospects for company law, in particular, the need to apply better regulation principles, the necessity to take account of the needs of SMEs and the importance of developing best practice which respects the different traditions and systems of Member States.",proposal,proposals,true,We endorse many of the ," in the Szejna report on developments in and prospects for company law, in particular, the need to apply better regulation principles, the necessity to take account of the needs of SMEs and the importance of developing best practice which respects the different traditions and systems of Member States."
"We endorse many of the proposals in the Szejna report on developments in and prospects for company law, in particular, the need to apply better regulation principles, the necessity to take account of the needs of SMEs and the importance of developing best practice which respects the different traditions and systems of Member States.",need,need,true,"We endorse many of the proposals in the Szejna report on developments in and prospects for company law, in particular, the ", 
"We endorse many of the proposals in the Szejna report on developments in and prospects for company law, in particular, the need to apply better regulation principles, the necessity to take account of the needs of SMEs and the importance of developing best practice which respects the different traditions and systems of Member States.",need,needs,false,"We endorse many of the proposals in the Szejna report on developments in and prospects for company law, in particular, the need to apply better regulation principles, the necessity to take account of the ", of SMEs and the importance of developing best practice which respects the different traditions and systems of Member States.
We also support many of the detailed proposals for improving transparency and the rights of stakeholders.,proposal,proposals,false,We also support many of the detailed , for improving transparency and the rights of stakeholders.
"However, there are a number of proposals that we cannot support, as they would introduce additional EU regulations in areas where there would be no demonstrated benefits to the evolution of an effective internal market for financial services.",proposal,proposals,false,"However, there are a number of "," that we cannot support, as they would introduce additional EU regulations in areas where there would be no demonstrated benefits to the evolution of an effective internal market for financial services."
Thus the European public do not support the aim of some colleagues in the House to outlaw low-cost budget airlines or force them out of business.,aim,aim,true,Thus the European public do not support the , of some colleagues in the House to outlaw low-cost budget airlines or force them out of business.
All these measures must be considered in relation to the needs and wishes of these consumers in a way that ensures that environmental concern is at the very top of the agenda.,need,needs,false,All these measures must be considered in relation to the , and wishes of these consumers in a way that ensures that environmental concern is at the very top of the agenda.
All these measures must be considered in relation to the needs and wishes of these consumers in a way that ensures that environmental concern is at the very top of the agenda.,wish,wishes,false,All these measures must be considered in relation to the needs and , of these consumers in a way that ensures that environmental concern is at the very top of the agenda.
"The extension of the EU Emissions Trading Scheme( ETS) to the aviation sector may be the best way forward to limiting these emissions and to ensuring that aviation, like all other sectors, contributes to reducing harmful greenhouse gases.",way,way,true,The extension of the EU Emissions Trading Scheme( ETS) to the aviation sector may be the best ," forward to limiting these emissions and to ensuring that aviation, like all other sectors, contributes to reducing harmful greenhouse gases."
"Given Ireland 's geographical circumstances, aviation is a critical element of our infrastructure, with air services being of vital importance for economic and social reasons.",circumstances,circumstances,false,Given Ireland 's geographical ,", aviation is a critical element of our infrastructure, with air services being of vital importance for economic and social reasons."
"Given Ireland 's geographical circumstances, aviation is a critical element of our infrastructure, with air services being of vital importance for economic and social reasons.",reason,reasons,false,"Given Ireland 's geographical circumstances, aviation is a critical element of our infrastructure, with air services being of vital importance for economic and social ",.
"Nevertheless some of her proposals, for example the immediate introduction of kerosene tax on VAT or all intra-EU flights or the establishment of a separate emissions trading scheme for aviation, have neither been costed nor impact-assessed.",proposal,proposals,true,Nevertheless some of her ,", for example the immediate introduction of kerosene tax on VAT or all intra-EU flights or the establishment of a separate emissions trading scheme for aviation, have neither been costed nor impact-assessed."
Therefore I look forward to the Commission using this report as the basis for bringing forward costed and workable proposals for action.,proposal,proposals,false,Therefore I look forward to the Commission using this report as the basis for bringing forward costed and workable , for action.
"This would allow the airlines to cooperate with the national and EU authorities to apply rules that meet their aims of achieving the highest possible environmental standards without unduly penalising EU travellers and, if they are operated on flights into and out of the EU, operators would pay no more than their non-EU competitors.",aim,aims,true,This would allow the airlines to cooperate with the national and EU authorities to apply rules that meet their ," of achieving the highest possible environmental standards without unduly penalising EU travellers and, if they are operated on flights into and out of the EU, operators would pay no more than their non-EU competitors."
I also support the principle of the inclusion of aviation emissions in the Emissions Trading Scheme and hope the Commission will come forward with a workable proposal.,proposal,proposal,false,I also support the principle of the inclusion of aviation emissions in the Emissions Trading Scheme and hope the Commission will come forward with a workable ,.
I abstained on a number of paragraphs simply because I do not believe the impact of the proposals has yet been fully evaluated.,proposal,proposals,false,I abstained on a number of paragraphs simply because I do not believe the impact of the , has yet been fully evaluated.
"For example, I abstained on the call for an end to VAT exemption for air transport because it is not clear if this will help tackle climate change or merely hurt the less well-off traveller.",call,call,true,"For example, I abstained on the ", for an end to VAT exemption for air transport because it is not clear if this will help tackle climate change or merely hurt the less well-off traveller.
"I agree with the general thrust of this report, but believe that there are still considerable problems with the result of today 's vote: firstly, that the impact of the suggestions is largely uncosted and has a disproportionate impact; secondly, that the Emissions Trading Scheme should include air transport but that there should not be a separate scheme which runs by its side. This would undermine the current ETS.",suggestion,suggestions,false,"I agree with the general thrust of this report, but believe that there are still considerable problems with the result of today 's vote: firstly, that the impact of the "," is largely uncosted and has a disproportionate impact; secondly, that the Emissions Trading Scheme should include air transport but that there should not be a separate scheme which runs by its side. This would undermine the current ETS."
Some of this report contradicted the very workable proposals of the Commission and as such made little sense.,proposal,proposals,false,Some of this report contradicted the very workable , of the Commission and as such made little sense.
The vital thing that a modern economic policy can do now is to shape structural change in such a way that people are not left by the wayside as its victims.,thing,thing,true,The vital , that a modern economic policy can do now is to shape structural change in such a way that people are not left by the wayside as its victims.
That is precisely the aim of our policy.,aim,aim,true,That is precisely the , of our policy.
A number of very interesting proposals have been made here.,proposal,proposals,false,A number of very interesting , have been made here.
The revival of the Lisbon strategy 's growth and employment objectives is an important aspect of this renewed legislative framework as too much delay has already been taken on the aim of making Europe the most dynamic and competitive knowledge based economy.,objective,objectives,false,The revival of the Lisbon strategy 's growth and employment , is an important aspect of this renewed legislative framework as too much delay has already been taken on the aim of making Europe the most dynamic and competitive knowledge based economy.
The revival of the Lisbon strategy 's growth and employment objectives is an important aspect of this renewed legislative framework as too much delay has already been taken on the aim of making Europe the most dynamic and competitive knowledge based economy.,aim,aim,true,The revival of the Lisbon strategy 's growth and employment objectives is an important aspect of this renewed legislative framework as too much delay has already been taken on the , of making Europe the most dynamic and competitive knowledge based economy.
"More specifically, I would like to welcome the focus on the potential of small and medium size innovative enterprises for achieving Lisbon agenda 's objectives as well as the demand to foster public and private funding to optimise Community 's financial support.",potential,potential,true,"More specifically, I would like to welcome the focus on the ", of small and medium size innovative enterprises for achieving Lisbon agenda 's objectives as well as the demand to foster public and private funding to optimise Community 's financial support.
"More specifically, I would like to welcome the focus on the potential of small and medium size innovative enterprises for achieving Lisbon agenda 's objectives as well as the demand to foster public and private funding to optimise Community 's financial support.",objective,objectives,false,"More specifically, I would like to welcome the focus on the potential of small and medium size innovative enterprises for achieving Lisbon agenda 's ", as well as the demand to foster public and private funding to optimise Community 's financial support.
"Finally, I it is worth underlining, according to Mrs. del Castillo Vera own-initiative report, that there is indeed an urgent need to better harmonise the coordination and the cooperation between the different national strategies if we really want to raise Europe 's growth and employment potential.",need,need,true,"Finally, I it is worth underlining, according to Mrs. del Castillo Vera own-initiative report, that there is indeed an urgent ", to better harmonise the coordination and the cooperation between the different national strategies if we really want to raise Europe 's growth and employment potential.
"Madam President, ladies and gentlemen, the weaknesses in the Commission 's draft cannot be laid at Mr Calabuig Rull 's door: in our view, the real weakness is the fact that this framework does not yet have a strategic outlook.",fact,fact,true,"Madam President, ladies and gentlemen, the weaknesses in the Commission 's draft cannot be laid at Mr Calabuig Rull 's door: in our view, the real weakness is the ", that this framework does not yet have a strategic outlook.
"In connection with our complaints about these analytical weaknesses, we are concerned by the fact that industrial policy is determined by high level groups that have recently been springing like weeds from the soil of Brussels but that are dominated by a few large industrial companies.",fact,fact,true,"In connection with our complaints about these analytical weaknesses, we are concerned by the ", that industrial policy is determined by high level groups that have recently been springing like weeds from the soil of Brussels but that are dominated by a few large industrial companies.
"We see one problem with this as being that democratic controls are being weakened in this field, and another as the virtual lack of any say whatever in these high level groups for small and medium-sized enterprises, which employ 50% of all workers in the processing industry.",problem,problem,true,We see one ," with this as being that democratic controls are being weakened in this field, and another as the virtual lack of any say whatever in these high level groups for small and medium-sized enterprises, which employ 50% of all workers in the processing industry."
"Where industrial businesses in Europe have failed in recent years because they were unable to innovate, that was certainly not always due to poor policies, but down to the fact that certain business leaders have completely failed to recognise their workers'potential for innovation, or the need to innovate at all.",fact,fact,true,"Where industrial businesses in Europe have failed in recent years because they were unable to innovate, that was certainly not always due to poor policies, but down to the "," that certain business leaders have completely failed to recognise their workers'potential for innovation, or the need to innovate at all."
"Where industrial businesses in Europe have failed in recent years because they were unable to innovate, that was certainly not always due to poor policies, but down to the fact that certain business leaders have completely failed to recognise their workers'potential for innovation, or the need to innovate at all.",need,need,true,"Where industrial businesses in Europe have failed in recent years because they were unable to innovate, that was certainly not always due to poor policies, but down to the fact that certain business leaders have completely failed to recognise their workers'potential for innovation, or the ", to innovate at all.
This is quite an exciting question for some of us.,question,question,true,This is quite an exciting , for some of us.
"This is not really an issue of dealing with monopolies, because we support the Commission on this prime objective.",objective,objective,false,"This is not really an issue of dealing with monopolies, because we support the Commission on this prime ",.
The issue in this case is that I have a constituent who has disability problems; he watches television and wants to watch just one subscription channel.,issue,issue,true,The , in this case is that I have a constituent who has disability problems; he watches television and wants to watch just one subscription channel.
"You have tried to do the right thing in dealing with a monopoly, BSkyB, but in fact, with Setanta, you have created a situation in which my constituents will have to pay two subscriptions to watch the same amount of football.",fact,fact,false,"You have tried to do the right thing in dealing with a monopoly, BSkyB, but in ",", with Setanta, you have created a situation in which my constituents will have to pay two subscriptions to watch the same amount of football."
The question is quite clear.,question,question,false,The , is quite clear.
One of our principal objectives was to end BSkyB 's longstanding monopoly concerning the broadcasting of live Premier League matches and I think that this objective has been achieved.,objective,objectives,true,One of our principal , was to end BSkyB 's longstanding monopoly concerning the broadcasting of live Premier League matches and I think that this objective has been achieved.
One of our principal objectives was to end BSkyB 's longstanding monopoly concerning the broadcasting of live Premier League matches and I think that this objective has been achieved.,objective,objective,true,One of our principal ,s
The Commission 's Article 9 decision cannot and should not prevent this.,decision,decision,false,The Commission 's Article 9 , cannot and should not prevent this.
"As the honourable Member is aware, not all the competition problems have been resolved, nor would I want the decision to be used against national authorities or courts should they wish to intervene further.",decision,decision,false,"As the honourable Member is aware, not all the competition problems have been resolved, nor would I want the ", to be used against national authorities or courts should they wish to intervene further.
"I am extremely grateful for the efforts, help and support of the OFT and Ofcom in this case.",effort,efforts,false,I am extremely grateful for the ,", help and support of the OFT and Ofcom in this case."
I shall answer the first question.,question,question,true,I shall answer the first ,.
"I am aware that sometimes that type of decision is not welcomed by all the honourable Members, but I am also aware that I need to fulfil my responsibility.",decision,decision,false,I am aware that sometimes that type of ," is not welcomed by all the honourable Members, but I am also aware that I need to fulfil my responsibility."
"British sports fans will now have the opportunity to view a significant number of the live Premier League matches and other sports through Setanta, which offers seven channels at the moment, including, for example, live Scottish football, live European football and live rugby.",opportunity,opportunity,true,British sports fans will now have the ," to view a significant number of the live Premier League matches and other sports through Setanta, which offers seven channels at the moment, including, for example, live Scottish football, live European football and live rugby."
"They will be able to do so without having to subscribe to Sky Sports, an option which previously did not exist.",option,option,true,"They will be able to do so without having to subscribe to Sky Sports, an ", which previously did not exist.
"I said that not all competition problems have been resolved, nor would I want a decision to be used against national authorities or courts should they wish to intervene further.",decision,decision,false,"I said that not all competition problems have been resolved, nor would I want a ", to be used against national authorities or courts should they wish to intervene further.
You said that the question concerns the 'problem'of Montenegro.,question,question,false,You said that the , concerns the 'problem'of Montenegro.
I believe that the Adriatic coastline there offers great opportunities.,opportunity,opportunities,false,I believe that the Adriatic coastline there offers great ,.
Has he any idea of the timescale?,idea,idea,false,Has he any , of the timescale?
What sort of period would he like to see before an application for EU membership came from Montenegro?,application,application,false,What sort of period would he like to see before an , for EU membership came from Montenegro?
"The question by the honourable Member is extremely pertinent and important, especially from the point of view of the Republic of Montenegro and its citizens.",question,question,false,The ," by the honourable Member is extremely pertinent and important, especially from the point of view of the Republic of Montenegro and its citizens."
The honourable Member raises a very critical question.,question,question,true,The honourable Member raises a very critical ,.
Minority rights are a critical condition.,condition,condition,false,Minority rights are a critical ,.
"They concern all the countries of the region and we are stressing the need for minority rights to be respected in all the countries in that region, as well as in other candidate countries.",need,need,true,They concern all the countries of the region and we are stressing the ," for minority rights to be respected in all the countries in that region, as well as in other candidate countries."
"They concern all the countries of the region and we are stressing the need for minority rights to be respected in all the countries in that region, as well as in other candidate countries.",right,rights,false,They concern all the countries of the region and we are stressing the need for minority ," to be respected in all the countries in that region, as well as in other candidate countries."
"As regards the level of negotiations with Serbia, until recently we had negotiated with Serbia and Montenegro at two levels, on the basis of the twin-track approach, with the State Union on the issues that fell within the competence of the State Union and with the two republics on the issues that fell within the competence of the two republics.",issue,issues,false,"As regards the level of negotiations with Serbia, until recently we had negotiated with Serbia and Montenegro at two levels, on the basis of the twin-track approach, with the State Union on the ", 
"As regards the level of negotiations with Serbia, until recently we had negotiated with Serbia and Montenegro at two levels, on the basis of the twin-track approach, with the State Union on the issues that fell within the competence of the State Union and with the two republics on the issues that fell within the competence of the two republics.",issue,issues,false,"As regards the level of negotiations with Serbia, until recently we had negotiated with Serbia and Montenegro at two levels, on the basis of the twin-track approach, with the State Union on the ", 
The honourable Member rightly touched upon the question of whether this is enough.,question,question,true,The honourable Member rightly touched upon the , of whether this is enough.
"The Commission follows the human rights situation in Russia very closely and, through the EU 's political dialogue with Russia, as well as the regular human rights consultations, we are able to raise issues relating to democracy, human rights and the rule of law with Russia.",issue,issues,true,"The Commission follows the human rights situation in Russia very closely and, through the EU 's political dialogue with Russia, as well as the regular human rights consultations, we are able to raise "," relating to democracy, human rights and the rule of law with Russia."
We have raised concerns about the situation of prisoners in Russia in the human rights consultations and we have reminded the Russian authorities of the need to respect internationally recognised standards.,situation,situation,false,We have raised concerns about the , of prisoners in Russia in the human rights consultations and we have reminded the Russian authorities of the need to respect internationally recognised standards.
We have raised concerns about the situation of prisoners in Russia in the human rights consultations and we have reminded the Russian authorities of the need to respect internationally recognised standards.,need,need,true,We have raised concerns about the situation of prisoners in Russia in the human rights consultations and we have reminded the Russian authorities of the , to respect internationally recognised standards.
"With regard to the specific situation of Mr Khodorkovsky and Mr Lebedev, we are aware of the concerns expressed about the judicial process -- the verdict and the sentence -- and their current situation.",verdict,verdict,false,"With regard to the specific situation of Mr Khodorkovsky and Mr Lebedev, we are aware of the concerns expressed about the judicial process -- the ", and the sentence -- and their current situation.
The European Union has repeatedly underlined the need for the judicial system to be seen to operate fairly and transparently if it is to command the confidence of both the Russian population and the international community.,need,need,true,The European Union has repeatedly underlined the , for the judicial system to be seen to operate fairly and transparently if it is to command the confidence of both the Russian population and the international community.
"However, the issue of the NGOs, for one, is very definitely being reviewed, and the legal position on them largely corresponds to that in other countries.",issue,issue,false,"However, the "," of the NGOs, for one, is very definitely being reviewed, and the legal position on them largely corresponds to that in other countries."
"What matters is the manner in which the laws are applied, and that also, to some extent, is the case with the conditions under which prisoners are held; that too is very much an implementation issue, and that has to be our starting point.",issue,issue,true,"What matters is the manner in which the laws are applied, and that also, to some extent, is the case with the conditions under which prisoners are held; that too is very much an implementation ",", and that has to be our starting point."
"I can tell the honourable Member that, where energy is concerned, we are only just beginning negotiations, but we have already -- at the European Summit in Sochi -- addressed in no uncertain terms the important issues of transparency, reciprocity and rules that are fair to all, and these will of course form an important part of the partnership and cooperation agreement, the mandate for which the Commission has just adopted, as soon as we start negotiating with the Russians.",issue,issues,true,"I can tell the honourable Member that, where energy is concerned, we are only just beginning negotiations, but we have already -- at the European Summit in Sochi -- addressed in no uncertain terms the important "," of transparency, reciprocity and rules that are fair to all, and these will of course form an important part of the partnership and cooperation agreement, the mandate for which the Commission has just adopted, as soon as we start negotiating with the Russians."
Informal reports indicate that the reasons for kidnapping range from political to purely criminal motivations and there is no excuse for that.,reason,reasons,true,Informal reports indicate that the , for kidnapping range from political to purely criminal motivations and there is no excuse for that.
"Regarding the Iraqi nationals, it is very important that Prime Minister al-Maliki tries to stop the violence through national reconciliation initiatives, although we also have to concede that the situation is not yet stable.",situation,situation,false,"Regarding the Iraqi nationals, it is very important that Prime Minister al-Maliki tries to stop the violence through national reconciliation initiatives, although we also have to concede that the ", is not yet stable.
This is the difficult situation we are in at the moment.,situation,situation,false,This is the difficult , we are in at the moment.
"As I said in my question and as you have commented, many thousands of ordinary Iraqis out of the sight of the media are kidnapped every day.",question,question,true,As I said in my ," and as you have commented, many thousands of ordinary Iraqis out of the sight of the media are kidnapped every day."
"The fact is that we have, ever since 2003, been working very hard to stabilise Iraq, and we have spent to date EUR 513 million in doing so.",fact,fact,true,The ," is that we have, ever since 2003, been working very hard to stabilise Iraq, and we have spent to date EUR 513 million in doing so."
"There are on the one hand programmes that are run through the World Bank and UN funds and are aimed at meeting the population 's basic needs for such things as, for example, education, health care and water.",need,needs,true,There are on the one hand programmes that are run through the World Bank and UN funds and are aimed at meeting the population 's basic ," for such things as, for example, education, health care and water."
"Provision is also being made for efforts to make Iraqi society more democratic, such as the elections and referendums, which were held under UN supervision, and for which the Commission gave financial support; we will, of course, continue to strive to make a contribution to national dialogue and reconciliation.",effort,efforts,true,Provision is also being made for ," to make Iraqi society more democratic, such as the elections and referendums, which were held under UN supervision, and for which the Commission gave financial support; we will, of course, continue to strive to make a contribution to national dialogue and reconciliation."
"Firstly, the aim is to conclude a new, legally-binding, very broad and comprehensive agreement, which should be durable and capable of facilitating the future development of relations.",aim,aim,true,"Firstly, the "," is to conclude a new, legally-binding, very broad and comprehensive agreement, which should be durable and capable of facilitating the future development of relations."
It should also build on the objectives of these common spaces.,objective,objectives,false,It should also build on the , of these common spaces.
So that will certainly be one of the major questions raised during the G8 meeting with Russia.,question,questions,true,So that will certainly be one of the major , raised during the G8 meeting with Russia.
It was also a very important and central question during the Sochi Summit.,question,question,false,It was also a very important and central , during the Sochi Summit.
"With regard to other questions, there will be a sort of monitoring centre, which will very carefully control and check what has been done on the other side.",question,questions,false,With regard to other ,", there will be a sort of monitoring centre, which will very carefully control and check what has been done on the other side."
Those principles should be anchored and then we can fine-tune these questions in sector agreements and take a very concrete approach.,question,questions,false,Those principles should be anchored and then we can fine-tune these , in sector agreements and take a very concrete approach.
"On the basis of the experience we have had with Russia over many years, its reliability as a partner can be taken as read, but we also have to realise that the difficulties with Ukraine were a wake-up call for us.",difficulty,difficulties,false,"On the basis of the experience we have had with Russia over many years, its reliability as a partner can be taken as read, but we also have to realise that the ", with Ukraine were a wake-up call for us.
"In the six weeks since I tabled this question much has happened, especially the Frattini package of last week, if we can call it that.",question,question,false,In the six weeks since I tabled this ," much has happened, especially the Frattini package of last week, if we can call it that."
"On the issue of the race to the bottom, I should like to ask you to comment on the statement by the Taoiseach, Bertie Ahern, when he said that when enlargement happens in January, Ireland may not open the market to workers from Romania and Bulgaria, because other Member States are not so doing and because of the concerns as to what will happen to the Irish market in relation to this race to the bottom and the rights of workers.",right,rights,false,"On the issue of the race to the bottom, I should like to ask you to comment on the statement by the Taoiseach, Bertie Ahern, when he said that when enlargement happens in January, Ireland may not open the market to workers from Romania and Bulgaria, because other Member States are not so doing and because of the concerns as to what will happen to the Irish market in relation to this race to the bottom and the ", of workers.
"In fact, in my own country -- the smallest in the European Union -- the relative percentages are even higher.",fact,fact,false,In ,", in my own country -- the smallest in the European Union -- the relative percentages are even higher."
"However, we must also take decisions that are difficult: decisions to change and adapt to the new realities of the industrial environment.",decision,decisions,false,"However, we must also take ", 
"However, we must also take decisions that are difficult: decisions to change and adapt to the new realities of the industrial environment.",decision,decisions,true,"However, we must also take ", 
"If we want to make the flow of traffic through Europe more generally compatible with the environment, we need proper rules, consistent with each other, for inland waterway transport, and the Commission, in its midterm review, is quite insistent on that -- Vice-President Barrot should take note of the fact that I was listening very carefully the last time.",fact,fact,true,"If we want to make the flow of traffic through Europe more generally compatible with the environment, we need proper rules, consistent with each other, for inland waterway transport, and the Commission, in its midterm review, is quite insistent on that -- Vice-President Barrot should take note of the ", that I was listening very carefully the last time.
"As you have just said, Mr Vice-President, Naiades is the next draft act whereby we have to ensure that the opportunities are actually used and that Europe 's waterways as a whole can make a substantial and constructive contribution towards handling the flows of traffic.",opportunity,opportunities,false,"As you have just said, Mr Vice-President, Naiades is the next draft act whereby we have to ensure that the ", are actually used and that Europe 's waterways as a whole can make a substantial and constructive contribution towards handling the flows of traffic.
"Today, of course, we are taking a less spectacular decision, but one that is nevertheless long overdue, in that this House, at second reading, will be agreeing to the harmonisation of technical regulations for inland vessels, thus bringing to an end a legislative process that has been going on for nine years now.",decision,decision,true,"Today, of course, we are taking a less spectacular ",", but one that is nevertheless long overdue, in that this House, at second reading, will be agreeing to the harmonisation of technical regulations for inland vessels, thus bringing to an end a legislative process that has been going on for nine years now."
"At first reading, and in the Common Position, this House and the Council made various amendments.",position,Position,false,"At first reading, and in the Common ",", this House and the Council made various amendments."
"Like the rapporteur, to whom I am most grateful for her report, I, too, take the view that these amendments are generally acceptable and add to the original Commission proposal in a reasonable way.",view,view,true,"Like the rapporteur, to whom I am most grateful for her report, I, too, take the ", that these amendments are generally acceptable and add to the original Commission proposal in a reasonable way.
"Like the rapporteur, to whom I am most grateful for her report, I, too, take the view that these amendments are generally acceptable and add to the original Commission proposal in a reasonable way.",proposal,proposal,false,"Like the rapporteur, to whom I am most grateful for her report, I, too, take the view that these amendments are generally acceptable and add to the original Commission ", in a reasonable way.
"We endorse the view expressed by Mr Grosch and Mrs Wortmann-Kool in their amendment on the subject, that certain types of vessel are subject to two sets of legislation, and, even though we have now been advised that the two sets of legislation are quite different, we do nevertheless think that the amendment is sound, and what we would welcome at the earliest possible opportunity is the revision of the technical annexes of the relevant directives in order to remove the duplication.",amendment,amendment,false,We endorse the view expressed by Mr Grosch and Mrs Wortmann-Kool in their , 
"We endorse the view expressed by Mr Grosch and Mrs Wortmann-Kool in their amendment on the subject, that certain types of vessel are subject to two sets of legislation, and, even though we have now been advised that the two sets of legislation are quite different, we do nevertheless think that the amendment is sound, and what we would welcome at the earliest possible opportunity is the revision of the technical annexes of the relevant directives in order to remove the duplication.",opportunity,opportunity,false,"We endorse the view expressed by Mr Grosch and Mrs Wortmann-Kool in their amendment on the subject, that certain types of vessel are subject to two sets of legislation, and, even though we have now been advised that the two sets of legislation are quite different, we do nevertheless think that the amendment is sound, and what we would welcome at the earliest possible ", is the revision of the technical annexes of the relevant directives in order to remove the duplication.
"Secondly, Commissioner, I urge you to take your courage in your hands; what we ask of you is that you re-examine the special arrangements for night express flights.",courage,courage,false,"Secondly, Commissioner, I urge you to take your ", in your hands; what we ask of you is that you re-examine the special arrangements for night express flights.
"The Council would say it saw that as an excuse for inaction, but be bold, do something, make some proposals!",proposal,proposals,false,"The Council would say it saw that as an excuse for inaction, but be bold, do something, make some ",!
I believe it to be a simple fact that there is a difference between the living circumstances of pilots of passenger aircraft and those of freight aircraft.,fact,fact,true,I believe it to be a simple , that there is a difference between the living circumstances of pilots of passenger aircraft and those of freight aircraft.
"In conclusion, I would ask of the Vice-President and all Members some understanding for why I am not making full use of my two minutes.",conclusion,conclusion,false,In ,", I would ask of the Vice-President and all Members some understanding for why I am not making full use of my two minutes."
"The amendment makes full provision for the flying times, working times and rest periods of the cockpit and cabin crew and limits their maximum time on duty in the air to 13 and 11 hours respectively.",amendment,amendment,false,The ," makes full provision for the flying times, working times and rest periods of the cockpit and cabin crew and limits their maximum time on duty in the air to 13 and 11 hours respectively."
"It is now up to the interested parties in the industry -- the companies and the trade unions -- to do the best they can with these requirements, and it is for the Commission to do more work in this area and to guarantee, by means of appropriate safety regulations, that the people currently setting off on holiday can feel safe when it is by air that they do so.",requirement,requirements,true,It is now up to the interested parties in the industry -- the companies and the trade unions -- to do the best they can with these ,", and it is for the Commission to do more work in this area and to guarantee, by means of appropriate safety regulations, that the people currently setting off on holiday can feel safe when it is by air that they do so."
"Concerning the issue of the prohibition of any export of radioactive waste and spent fuel out of the Community, I would recall Article 13(1)(c) of the proposed directive, which further prohibits exports of radioactive waste and spent fuel to countries that do not possess the necessary administrative and technical capacity for safely managing the spent fuel or radioactive waste.",issue,issue,true,Concerning the ," of the prohibition of any export of radioactive waste and spent fuel out of the Community, I would recall Article 13(1)(c) of the proposed directive, which further prohibits exports of radioactive waste and spent fuel to countries that do not possess the necessary administrative and technical capacity for safely managing the spent fuel or radioactive waste."
