corrected_vv,num_linkings,av_len_sent,ls,num_gerunds,der_level3,nv,der_level4,num_inf,ndw,der_level6,num_func_ngrams,num_cl,num_acl,av_tok_before_root,num_sent,num_past_simple,freq_aux,corrected_vs,der_level5,density,num_coord,num_poss,text,class
2.65,6,20.0,0.06,0,0.12,0.14,0.09,6,105,0.09,1,15,0,4.33,9,3,0.93,0.38,0.09,0.43,3,11,"The bar chart illustrates the difference between the amount of children not able to get primary school education in 2000 and 2012, socted by gender and region.
There are several trends that we can notice on the chart. In my opinion the main of them is that the number of such children have decreased over 12 years in each region and gender. The most significant fall we can see on the bars of South Asia. Total amount of children without access to primary education have fallen from about 32,7 millions to 9,9. It is possibly connected with the economical grows of this region.
Another noticable thing is that the amount of girls in each area was bigger in 2000 then the number of boys. However, they were almost equal or at least much clother in 2012.
To sum up I would like to say that even if the chart shows a positive tendency, the numbers are still huge and this problem should not be marked as solved.
",7
2.46,11,14.0,0.18,6,0.0,0.11,0.1,10,112,0.04,2,30,4,5.71,21,12,0.67,0.62,0.12,0.42,1,13,"Some people think, that it is a normal to use illegal drugs. Some people not think it. Sometimes athletes using illegal drags, and they is a ban from competing professionally for a limited period. In my opinion it is normal period for athlets understand him mistake.
People; who think, that such athletes should be banned from competing professionally for the rest of their life make a mistake. For Example, Alex Cabucov - ex-footballer was ban from nationale competition, becous he using illegal drags. In him interwue, he was talk, about dameged him life. For a tree years he can not play in football in him team. What was been with him, if he should be banned for the rest of his life?
Two years it is very good period for reabelitation athlets health and powers. All drags come out from the body. For illustration this argument, I should be say about my brother, who plaed in basketball bin competing professionally. He used illegal drags - mefinin. It is drag do your body more powery. My brothe was banned from competion for a limited period - one year. After this moment from first to therd month he doing test for drugs. After therd mounth him body was clear.
In conclution, I want to say that a limited period it is true, becous most athlets all their life doing sport. If they ban from competing professionally for the rest of their lives, they could not doing other. And of cours some years it is more then good period for body cleaning.
",5
1.73,5,15.2,0.03,0,0.0,0.13,0.17,5,50,0.0,0,6,0,5.0,5,0,0.83,0.0,0.08,0.39,2,4,"In today's world the majority of young people do the art. For them it is may be only hobby or a dream work all the period of life. Some of them becomes good and popular artist, because people like their works, but not ever it's like by goverment.


Freedom is important in art. It's help people to express their emotions and give this for other people.
",3
1.96,19,28.38,0.15,3,0.06,0.12,0.04,1,112,0.06,0,23,4,7.75,8,1,0.41,0.45,0.11,0.52,8,10,"﻿The bar chart provides information about average time British people spent on doing sport and exercise in 2012.
The most significant tendency is that people spend less time doing sport when they become older, for example, young men spend approximately 282 hours (two times more than women - it is the widest gap between genders) whereas men over 75 do sports just under 30 hours (women - 10). That leads to the second remarkable tendency that women spend less time on doing sport and exercises than men do. The most significant gap is between the youngest and the oldest while men and women between 25 and 74 do not show as much difference (less than 50% difference).
A more detailed look reveals that there are some minor exceptions from general trends. The first one is men who are 55-64 years old do sports a bit less than women of the same age. In contrast to this fact, men of age 65-74 show an increase up to 60.5 hours and overcome women of their age.
Overall, statictics of British people doing sports shows that men are generally more active in doing sports than women and average time spent on sport and exercises decreases while people become older.",8
1.87,4,23.43,0.06,0,0.07,0.16,0.04,5,85,0.07,0,8,1,5.0,7,1,1.14,0.0,0.07,0.43,3,17,"The bar-chart below demonstrate the quantity of children who has not got possability to enter school in different regions. It cans be clearly seen from the graph that number of African children in 2000 is the biggest amoung other regions and its score is 43.7 millions. More over number of children without access to primary school in Africa (2000) almost twise more than in the Rest of World and on 10 millions more than the South Asia in the same period of time. Although South Asia amoung other regions reduced number of children who has not study in primary school more than three times. It is 30.7 and 9.3 millions frequently. To sum up, the main tendency of barcharts is that all regions reduced the number of children without access to primary education from 2000 to 2012 in all gender categories. But the proportion of boys and girls does not changed.
",5
3.32,6,35.5,0.12,3,0.02,0.15,0.02,10,111,0.1,1,17,3,12.0,6,3,0.46,0.29,0.0,0.42,2,15,"﻿This bar chat presents the data on how many billion of dollars were spent on print and Ebook market in the USA, German, Chine,the UK in two periods of time: in 2014 with predictions for 2018.Overall, in German all figures remain stable through four years.
In details, in 2014 year print market got about 6 billion of dollars and this number is expected to be the same in four years,also eBook market is going to increase insignificantly from 1 billion to 1,5 billion per year. Although, in the rest of the countries people tend to replace printed version of book with electronic one, for example in America book sales are forecasted to fall dramatically from 10,5 and lost about 30 percent of its benefit, but at the same this amount of money will be spend on eBook.
The rest of countries will face the same tendency of moving money from the print book to electronic book market.
To sum everything up, it should be said that with development of electronic devices it becomes much more easier to read book using your garget, although it does not mean that people lose their interest for book.",7
1.57,12,23.62,0.24,1,0.04,0.12,0.02,2,75,0.1,2,10,2,5.75,8,8,0.08,0.39,0.0,0.44,2,17,"The chart illustrate the changes in the same parts of post-school qualifications in Australia over the 1999.


First of all, we can see that the percent of males, who had the skilled vocational diplome  considerably more than percent of females. However, the proportion of females, who had a undergraduate diploma and Bachelor's degree significantly rise that proportion of males (more than 50% and 70% females had a post-school qualifications in this kinds).


On the other hand, 70 percent of males had a postgraduate diploma, while a percentage of females considerably less (about 30%). Moreover, males who had a Master's degree qualifications consist of 60% percent.


In conclusion, the chart preseted the information about post-school qualification in Australia according to gender 1999. Over the period the levels of males rised in undergraduate diploma and Bachelor's degree qualification. By in the contrast the proportion of females in other kinds considerably rised the proportion of males in this levels.
",5
3.13,12,24.07,0.07,2,0.06,0.17,0.09,12,173,0.05,2,28,11,4.73,15,1,0.23,0.32,0.05,0.49,9,19,"Nowadays there is a tendence to be an international human, that means, to travel a lot, to work abroad and to have a rest in other cities and countries. That leads to the overuse of air means of transport which causes air pollution and global warming effect. Some people believe that there is nothing serious in thousands of planes in the sky. Others think that it is a great threat to the environment and we have to cut down the amount of air travel. As far as I am concerned the plane is the fastest way of travelling in the world. For example, it takes just a few hours to fly from Moscow to Saint-Petersburg compared with 10 hours wasted in a car or a train. Moreover, it is much more convinied and less dangerouse than going by bus. Sometimes it is the only possible method to move from one place to another. Finally, today there are government programmes which make the airlines companies install “green” engines in planes in order to reduce the amount of exhausted gases going out in the atmosphere and, as the result, cut down air pollution. On the other hand, not so many airlines use environment friendly equipment these days because it costs enough and companies have no profit from it. Furthermore, there are a lot of extremely old planes which are 20 or more years old. All in all, these factors make us think twice abut the introduction of special laws not to reduce only the amount of air travel but to cut down the amount of waste produced by one plane. To sum up, it is strongly believed that the number of air travelling as an essential part of the word infrastructure. Trying to block it will lead to terrible consequences for the world economy, culture and other spheres of human activity. However, we should do our bets to make the plane not become the factor which destroys our planet.  
",5
3.06,6,23.85,0.08,5,0.01,0.1,0.16,19,134,0.01,1,35,2,5.38,13,7,0.89,0.24,0.04,0.45,5,12,"﻿Governmental spendings have always been a debatable issue, and so are the spendings on space. Many people claim that this money would better be spent on some social issues (such as fight with poverty) or environment problems. Personally, I disagree with this point of view.
To begin with, investing money in space exploration is also investing money in the future itself. Who knows, perhaps we will be forced to leave Earth, and space exploration programs might come in handy in such scenarios. Furthermore, space is all around us, so I suppose we should know a lot of things about it and all the other possible variants for relocation.
Secondly, space exploration may bring us new sources of different resources, or even get us some new materials we have never heard of! Space is immensly big, so there might be something interesting and useful out there, so why not explore it?
On the other hand, those who what governments to stop space exploration programs and spend all that money on other problems can be understood. First, space programs can result in nothing, so they might seem like a waste of money. Second, these programs are really costly, so a lot of money is being pumped into the sphere, without knowing the result, and if the result is not satisying enough, people (whose taxes are the specdings being pumped) may get angry.
Overall, I believe that these space exploration programs should not be stopped. Even though they might seem like a waste of money, it is always good to be ahead of your opponents, and space exploration programs may give such an opportunity.",6
2.01,5,18.17,0.09,1,0.0,0.08,0.3,1,84,0.05,0,17,3,5.42,12,8,0.47,0.18,0.1,0.35,6,17,"The graph illustrates the situation with unemployment in different parts of the world in 2014 and 2015. The vertical line shows unemployment rate in percent ant the horisontal one shows the names of the world regions.
In 2014 the highest rate of unemployment was fixed in North Africa and it reached the point of 12,5%. The second place is for Middle East, where the rate of unemployment is only 1,5% less. The rate of unemployment in EU is only 0,7% higher than in Latin America and it amounts to 7,5%. And South Asia is the part of the world where the rate of unemployment is the least: only 3,9%.
In 2015 the situation did not change a lot. The range od world parts remained the same and North Africa and Soth Asia saved their numbers. The rate of unemployment decreased in Middle East and Latin America by 1,4% and 1% consequently. And the rate of unemployment in EU jumped by 0,4% and reached the point of 7,9%.
In general, the rate of unemployment remained stable in the whole world, amounting to 5,9%.
",6
2.45,9,18.71,0.08,4,0.11,0.21,0.0,2,78,0.17,0,12,1,6.14,7,0,0.75,0.2,0.06,0.56,3,10,"Modern technology is spread widely in short period of time. So many people think that this situation have a negative effect and technology damage health of people. The capable of hear and see of modern people worse then their parents. It also widespread mention that waves of signals are become a reason of bad sensitive, which can be a sigh of more serious problem with inside organs. Problems with sleep are also lied with technology, which full of life of modern people.

The best way of being health is self-control of using modern gadgets, especially if we talking about children. In this situation parents must be carefully when giving children play with gadgets and get a time-control spend time without
",4
2.25,2,20.0,0.04,0,0.18,0.17,0.24,4,67,0.0,0,11,1,4.0,5,1,0.25,0.2,0.12,0.46,4,6,"The chart illustrate the number of boys and girls without access to primary education by region and gender. First of all we can see observer gradually decrease number of children without access to primary education. Africa in 2000 have 43,7 million children which don’t have primary education but after 12 years the amount of children decrease because Africa in past maltusianskiy period. Another country with grow big different from 2000 – 2012 is South Asia. By the end children start to finish school and gain good education and  I believe it can increase progress.
",4
2.25,2,20.4,0.13,0,0.0,0.08,0.18,0,81,0.0,0,16,0,7.2,10,6,0.75,0.61,0.07,0.33,3,12,"The chart illustrates the level of unemployment in different regions in 2014 and 2015.
Northern Africa shows greatest unemployment rate – it was 12,5% in 2014 and stood the same in 2015. In South Asia the rate also hasn’t changed for two years, but in this region the level of unemployment is the lowest in comparison with others – only 3,9%. In other regions this numbers fluctuate. So, in Middle East the level of unemployment has dipped from 11% in 2014 to 9,6% in 2015. In Latin America it plunged from 6,8% in 2014 to 5,8% in 2015. It is interesting to notice, that European Union is the only region in this chart, where the level of unemployment increased. So, in 2014 only 7,5% of population was unemployed and in 2015 this rate grew and reached 7,9%. Anyway, unemployment rate worldwide stood the same for two years, its meaning was 5,9%.
To sum up, employment rates are different in different regions and so are the changes.
",6
3.47,8,25.54,0.12,2,0.07,0.19,0.07,16,161,0.08,2,24,5,7.15,13,10,0.61,0.27,0.07,0.46,16,26,"﻿Nowadays more crimes are being committed by young people than ever before.  
In modern world the problem of criminality among teenagers became sharp question and triggered a lot of discussions. In this essay I’d like to reflect different views on this problem from the point of its development and the solution of the problem.
First of all, many people say that the reason of teenage criminality is the development of internet and technology, which allows youngsters buy guns and cold-weapons without any control. Moreover, the growth of popularity of violent content in TV-stream, movies and computer games make children copy vicious behavior and demonstrate aggression. As addition, children became more vulnerable before the face of anxiety and loneliness, which trigger a lot of problems with communication and the desire to be cruel and violent to people as a result.
The question of how to prevent such behavior is raised on the governmental level nowadays, but teachers and parents should obviously take part in solving this problem. First of all, parents should spend more time with their children to know their interests and intentions. What is more, they should help children to move through their personal doubts, frustration and other psychological problems to low down the level of aggression. As for the teachers, they should solve the conflicts between students in peaceful way and conduct debates and team-building activities. Not only should adults teach children maths and grammar, they should also teach them how to be tolerant and keep calm.
All in all, the problem of teenage criminality have its roots in the indifference of adults, who let the internet to be the best and the only friend of their kids. Every adult, no matter whether has he children or not, is to contribute in peace and stability of this world.",7
3.61,12,20.31,0.07,0,0.08,0.14,0.15,20,124,0.0,2,24,2,3.54,13,0,0.53,0.0,0.1,0.47,10,7,"Everybody knows that artists prefer to create in special atmosphere. So they constantly like music, poems, unussual films and nature. However, the government don't understand and don't support these talants. Some people agree with this opinion, but other people disagree. 
On the one hand a person must develop him or her natural talents and government must gradually support him. To begin with that they can opoen new, unic school where artists will rise these sucseses and develop not only knowledge about this subject, but also talents. Secondly, government must pay some sum of money, thanks this money artists will want to be better. So they must participate in different concerts. Finally, they can find name spesiualk for artists, for example ""the best artist"".
On the other hand government spend a lot of time and money due to organise some spesial school in the some sity, but children can study in this art school, if him or here parents have a lot of money. Moreover, government come to some consert the unical best artists, but it is not very important for him. Friends of artists must help him and support in talents and give money on development of this talent. 
To balance, people can say some problems which conect with athmosfer near artists, and discase about resons why tthis happened, but government must sold this problem by themself. 
",4
1.83,6,36.8,0.33,4,0.12,0.11,0.05,1,93,0.02,0,11,3,12.8,5,1,0.4,0.18,0.07,0.41,0,13,"﻿The bar chart illustrates data on using several social networks by people of different ades (18-29 years, 30-49 years, 50-64 years, 65+ years) in USA.
According to the graph usage of Facebook is considerably higher(87 and 53 percent) than usage of Instagram among 18-29 aged people.Moreover, only 22 percent of young people use Linkedin. As it can be seen from the bar chart 25 percent of 30-49 aged people applie Instagram, what is significantly lower than applying Facebook(73).
Furthermore, there is a great difference between sitting in Instagram and in Linkedin(6 and 22 percent) among old people(65+). In addition, people who are 50-64 are more interested in Facebook(63) rather than in Instagram (11 percent) and Linkedin(22 percent ) Overall, Facebook, according to the graph, is the most popular website in USA between all adults.And Linkedin has the lowest popularity in America.",6
3.61,16,18.42,0.2,2,0.06,0.19,0.03,12,132,0.06,3,24,3,6.67,12,2,0.62,0.69,0.05,0.46,2,8,"﻿Nowdays we can notice the tendency that large corporations seek to dislodge small businesses. The effects of such development stay unclear. Although, its advocates see more advantages than drawbacks.
On the one hand, giant companies representing a world-known brand are faceless. They try to manipulate their customers converting them in consumeristic belief. Moreover, speaking from the prospectives of employees working in such corporations, it is worth noting that the conditions do not correspond to standarts. Each single personality loses his significance and becomes a robot, that must pull his weight for a company to florish. Finally, such absorption of small businesses can lead to not national-oriented market, because large brands are considered to be globolized. So products will not be adapted for each culture any more.
On the other hand, giant companies provide people with a great number of work places.Also, they form the most part GDP of the country, because they are liable for mass production.
In conclusion, this essay emphasizes that it is hard to evaluate all pros and cons this process can triger. As far as I am concerned, I believe that both forms of business manifistations should take place.",6
3.3,16,23.18,0.09,3,0.03,0.11,0.09,18,168,0.01,1,47,7,5.06,17,7,0.6,0.31,0.08,0.51,9,12,"﻿The majority of the most popular and successful films is produced in the USA and the UK. Despite the fact that other counries make films too, they are still not as popular as their British and American competitors.
Needless to say that the USA is the only country which has a special area which is responsible for producing films and other kinds of entertaining products. Hollywood is a place that lures all sorts of talented people who's main aim is to produce a hich quality product. So the first reason why people worldwide love American films is that the USA has a developed industry with passionate gifted prople. Secondly, British and American films provide viewers with all kind of representation they need. In films produced in those countries we can see people of different nationalities, with different religious and cultural beliefs, etc. Moreover, there are a lot of British films that show people that a different from others and it makes viewers inspired. People love watch movies with characters who are just like them or have the same issues. On the contrary, local films mostly show just an average citizen of a country which is not only not interesting for local people but is also not so appealing to foreighners who might not understand local culture. Finally, as we have mentioned Hollywood, we should not also forget that films produced there cost a lot. Local companies producing films simply cannot afford to use visual effects, choose breathtaking locations or invite famous actors. That makes them less interesting to watch and thus less popular.
One possible solution that can make local films more popular is to provide film producing companies with financial support. It will help such companies forget about lack of money and make their wishes come true which will make films more exciting and complicated.
However, as far as I am concerned, governments should not give more financial support to local film companies. It is not that I am against the idea of financial support, it is just my firm belief that every country should do what it can do best and should not try to become successful in every sphere.",6
3.52,23,20.1,0.05,3,0.07,0.12,0.04,14,169,0.02,1,31,5,4.95,20,1,0.53,0.12,0.1,0.44,8,12,"Nowadays in the large part of families it is ordinary when children spend less time with their parents while they are not working due to age, rather they did in the past. Obviously, it can cause some different problems. However, the item in topic seems to be a mixed blessing, as there are many reasons for this point.
Firstly, when child grows up, he creates his own world, with self point of view, self sight in the things and of course, with his own people – friends, and later, family. So, usually when both parents go out to work their children have their own families, or, at least, a partner. This item defines the following thing: our already not young child lives separated, in other words, far from his parents. This is the one reason. Secondly, also the obvious poin, is that when the child become older, some important things is appearing, such as education or job. This is why students or employees cannot spent a lot of time with close people, in particular, with their parents, because of general business. No need to say, it always causes problems. The first and the most dangerous if that old parents are staying alone. There are no one to help them with everyday issues, no one to care about them or, finally, to simply talk with them. So, old parent feel themselves lonely. The second problem is that because of spending less time with parents than in the past, children sometimes break good relationships between them and parents. Senior people see their falt in the lack of attention to their children, and for second one this is the main argument: they do not look well after them, and this is the root of all their life problems. Sad, but true. In conclusion it should be said, that everyone is free to choose their own way in life, and to choose, how to communicate with parents. But ethics rules warn us not to forget about our parents, because this is our first and most important family.
",4
3.64,22,24.21,0.11,3,0.07,0.19,0.07,12,184,0.09,1,35,9,5.21,14,4,0.44,0.22,0.06,0.52,4,13,"In our age, more and more people are becoming worried as advancing technology changes the way we live and thus, possibly, causes health issues.

In my opinion, there are indeed quite a range of specific health problems that spring from our sometimes malformed modern lifestyle. As such, we suffer from heart diseases a lot more than our ancestors because of increased level of everyday stress and lack of physical activities; we are at risk of various kinds of cancer due to bad ecological conditions: obesity becomes widespread, since our nutrition culture is far from healthy: and so on.

Despite what has been said, there are ways to reduce, if not get rid of, such problems. We need to remember that not the technologies themselves are to blame, but rather our own ignorance and laziness. Modern city life is indeed stressful, however, advanced urban planning technologies allow us to reduce noise levels, traffic jams, and improve air condition. Industry does cause significant damage to the environment, but it is with more advanced technology that we create environmental-friendly production processes and use clean energy sources. In the end, without technological progress there would have been no modern medicine, which allowed developed countries to increase mean lifespawn more than twofold since XIX century.

As our society is developing alongside with technologies we use, it becomes more obvious that the progress is not to be feared. Each new generation becomes more educated than its precessors, and all of those bizarre myths, such as that microvave radiation leads to cancer or LD-monitors are especially bad for our sight, go away. I personally believe that further technological advance is the only way for humanity to overcome the global problems the world is facing nowadays, even if some of them originated from use of less complicated technology.
",8
1.74,15,14.71,0.11,4,0.14,0.15,0.26,7,91,0.02,0,13,5,3.36,14,0,0.3,0.16,0.12,0.53,3,12,"The given bar chart show information about using Facebook social network by men and women. The first chart provides data about application and the second graph summaries about reasons for using. As we can see, women use desktop application more than men and more often than mobile application. I suppose the main reason of this is the behavior of women. A lot of them have not job and can spend time for serfing Internet. At the time, men use mobile application in their job where they have not personal computer. But they use home computer wherever go home. Main functions of social networks are different and the given chart provides information about lower of them. Women find this functions more attractive than man and use them often. The summarized percentage shows that women spend more time for their personal account and entertainment than men. And both sex use Facebook for connecting to friends or just often people equally. To sum up, men use social networks more often than women. However they use less functions. At the time omen like desktop application and use it for entertainment usually. 
",5
4.08,18,19.1,0.09,6,0.03,0.14,0.05,27,182,0.03,0,37,7,7.38,21,8,0.72,0.29,0.02,0.45,8,12,"﻿The modern world is an astounding, yet a dangerous place. Nowadays, the crime rates among youngsters are higher than they have ever been before. However, the situation can be changed for the better. In this essay, I will define the possible causes of the current situation and discuss solutions to this issue.
To start with, modern teenagers are exposed to violence everyday. Constant reports about murders and wars have made violence become a part of our lives, and it no longer seems to be something outstanding. Secondly, crimes and murders play a large role in the modern culture, being shown in practically every computer game, film or TV show. Both factors mentioned make young people perceive crime as something conventional, something that is possible to be commited by anyone. Lastly, there are not so many teenagers who are well aware of the modern laws and what kind of punishment follows a theft, for instance.

In order to change the situation, numerous measures need to be taken. First of all, awareness of law and punishment should be raised. This could be done by organizing special classes at schools. Moreover, teachers, having noticed alarming behaviour of some sort, should contact the child's parents to discuss and prevent the possible problems that might occur. Secondly, with the children being more preoccupied with extracarricular activities there would be less time for them to break the law. To achieve that, parents should listen carefully to what their children are interested in to try and provide them with an opportunity to dedicate themselves to a hobby of their liking. Lastly, a more global step should be taken. So as to shift the way crime is thought of, our culture is to be changed. It is easy to make money on violence on the screens, but it also leads to certain negative consequences to be dealt with.
To sum up, crime among young people is a problem that needs to be solved. And this can only be done by taking all the measures possible. Personally, I believe that occupying children with something of their interest is a great thing to start with.",8
2.47,9,17.08,0.14,0,0.03,0.14,0.03,3,98,0.1,1,18,1,4.33,12,3,0.5,0.53,0.0,0.55,3,10,"Nowadays number of air travel increase. Air travel has been proven mony problems, such as air pollution and global warming. Many people people think thot a lot of air travel is unnecessary.
The air travel make safety. On the statistic moreless I trable связано with air plane.
Also many people believe that airtrave more faster and they try, becouse only on air plane you con be flied from Moscow to Vladivostok for 9 hours. On the train you travels very slow and it approximotely 7 days.
On the other hand, air travel is most expensive. Many people cannot позволить themselves travaled on the airplane.
Secondly, most people think that airplane pollute air, bat cor is more pollute air, because
I disagree that a lot of air travel unnecessary and goverment should introduce laws to reduce the amount of air travel, because air travel very safety, comfortable and faster type of transport. I often fly on the airplane, and help safety times, which need to each people.
On spite of disadvantages air travel mony people used airplane.
",5
1.32,3,19.0,0.31,0,0.0,0.16,0.0,2,76,0.03,1,15,2,3.12,8,12,0.64,0.0,0.03,0.53,2,13,"The bar chart illustrates the percentage of different post-school qualifications in Australia in 1999 and the gender proportion who held them. It can be clearly seen that skilled vocational diploma was the most men's popular qualification and at the same time a few number of women held it. Women was prefered undergraduate diploma. 
Skilled vocational diploma was chosen by about 90 percent of male, other 10 percent - by females. Undergraduate diploma was chosen by females as twice as many times it was chosen by males - about 68 percents versus 34. Bachelor's degree was the same level in both genders. Males prefered postgraduate diploma and master's degree much more than females. 
It is clear that women held undergraduate diploma and bachelor's degree, and men prefered skilled vocational diploma, postgraduate diploma and master's degree. 
",5
3.47,30,33.0,0.09,5,0.06,0.19,0.15,23,195,0.11,1,31,9,6.0,12,6,0.4,0.0,0.05,0.51,21,21,"﻿In the modern world the number of perpetrations committed by adolescents is higher than whenever in the past. This tendency is caused by a range of reasons and social problems, that still exist in our society. In this essay I would name several causes of juvenile crime and would try to point out measures that adults can be taken to diminish the number of crimes committed by teenagers.

Firstly, as consumption has a prestigious role in modern society, many teenagers, especially ones from poor and working class families, realize that their parents are not available to buy them expensive gifts, and choose breaking the law as means of getting money they need to buy expensive and cutting-edge gadgets and technical devices as well as fashionable clothes. Secondly, due to widespread availability of Internet access and popularity of different sources of information, which portray crimes in a positive light, as acts of courage and gaining respect among peers and among some specific social layers. There do exist a number of movies which depict criminals as rich and powerful men, living adventurous and dangerous lives. There are some video games, such as GTA or Mafia series, which provide an opportunity to play as a member of a gang as well.

However, there are some actions that can be made to improve the current situation with juvenile crime. First of all, teenagers should be aware of the punishment that awaits them if they break the law. They should realize that there is no ""Save/Load"" option in real life and that they take full responsibility for their unlawful deeds and actions. Besides, parents and school teachers should pay attention to adolescents' aspirations and help them to choose an suitable career, explaining them that the only way of achieving financial stablility and prosperity is getting education and hard work during all the life.

In conclusion I would like to say that there are several inevitable causes of growth in the number of crimes committed by young people, however, the current situation can be improved provided parents and teachers express the willing to help their children and students to live a decent and lawful life.",5
2.58,20,16.59,0.11,0,0.02,0.14,0.04,14,124,0.06,2,36,1,4.47,17,4,0.58,0.37,0.07,0.49,15,7,"There are a lot of facilities around us such as cinemas, clubs, shops, restaurants and others. We would like to try all of them but it costs a lot. That is why parents should work hard. They want all the best for their children. However, due to full time job of both parents children can lose connection with their parents and may feel loneless. Some people claim that if is normal when both parents have full-time job, life in  modern world really costs a lot. Parents want a good education for their children. Good kindergardens and private schools provide qualified education but you should pay for it. Also, parents try to give their children interesting toys and modern technologies. Children’s cloth and toys are very expensive nowadays. Others believe that toys and gadjets are hod the most important things in the world, they claim that parents love and care are more important than money. I partly agree with this statement because parent’s patient and care are important but it will lose it’s weight it the family will not have money for food or cloth. There is one more reason why both parents can have full-time job. May be, they like to work and their job bring positive effect on society. If both parents are doctors or firemans they do important job for many people. People do choises all the time and working parents also should do them. If they want, they will find time lot both for their children and for the job.
",5
2.0,7,14.46,0.18,0,0.08,0.12,0.06,1,90,0.0,1,13,1,7.08,13,4,1.0,0.25,0.14,0.33,7,11,"The presented bar graph demonstrates changes in the market of prints and eBooks.
The most striking feature of this picture is quite flactuating trend. However, it just seems like that. In general, and logically, between 2014 to 2018 encrise of eBook market was significant.
It is clear from the graph that the ebook incomes of USA increase for 3 billion dollars. Doubtless, Germany, China and UK follow this development. In Germany a rise was 0,5 billions, in China - also 0,5 and in the UK 5 billions and it is the highest level. On the other hand, the print books market did not develope over the period except Germany. In Germany the print market remains stable. In other countries it gradually decreases.
Actually, in USA from 10,5 to 7,5, in China from 4,8 to 4,2,and in the UK from 2,6 to 2. The decrease of this sphere was the more dramatical in USA. The number is similar in China and UK
",5
3.16,25,18.36,0.09,6,0.04,0.1,0.02,33,163,0.03,3,43,2,4.64,25,9,0.57,0.28,0.03,0.43,12,16,"﻿Some people say that nowdays more young people start to committ crimes than ever befor. It is a bad tendency and people should think what can be done with this increasing persantage. In this essay I will write some causes of this development and give solutions for overcomming them to parents and teachers.
First of all, many youngsters are trying to show their independency. They start to shout at parents, not to go to schools and so on, because they think that it ia a right way of independant living. Moreover, they star to committ some small crimes like poket lifting or shop robbery. I suppose that parents should speak with their children to stop this drammatic behaviour. They should clearly say what is right and what is wrong to do. Moreover, they can look after children more clearly to prevent some crimes.
Secondly, many yongsters can be influenced by gangsters in films. They watch them and become to do everything to be similar to the heroes of the crime films of 90th. So, as a result they committ some crimes. For solving this I suppose that parents should show only kind films to children since the early ages. When the child grows up, they want to watch only films which have some sence and which let them thinking after watching it. It will become their behaviour which was made by parents in childhood.
The last but not the least cause of this problem is some bad peers of children who do not have parents or their mothers are drug or alhogol addicted. As a result of the communacation with the friends like that, children become to be like them. They want to be a part of the team of that bad peers, so they do all like they. Furthermore, not only crimes are dangerous for them in this society. They also can start to dring alhogol or to take drugs since the early age of 15 or 16. To overcome and stop this trend, parents and techers should speak with children everyday. They should tell them all concequances of their bad deeds. Moreover, the important solution for preventing the communacation with bad peers can be the moving to some other town. So, choldren will try to start new life in new place.
To sum up I would like to say, that there are many solutions for overcoming this problem, but first of all, adults should understant the main reason why their children have committed the crime.",7
3.35,19,19.78,0.12,5,0.01,0.13,0.07,25,158,0.01,2,35,5,5.78,18,5,1.06,0.36,0.05,0.41,0,20,"Nowadays, the percentage of crimes commited by teenagers is significantly high.
There is an infinite number of problems that can play the role of incentives. In this essay I would like to discuss some of the ways that can help to overcome this development.
First of all, speaking about my personal judgment, the main cause of discussed problem is problems in families. Sometimes teenagers face domestic violence that can affect various aspects of their life and, as a result, they consider such behaviour as normal and act accordingly not only at home. Our parents are the ones who are the role models for us and if they do not behave appropriately, their children would think that they should also behave as them.
Secondly, the underlying cause of teenagers' acts against the law is some violent games among peers. It is a common trait of young people to try to be cooler than everyone else. Some of them are stealing clothes in order to be in trend and that noone would banter them because of their appearence.
Speaking about ways that can help to overcome this problem, firstly, it is essential for parents to understand their significant role in developing their childrens' charachers. Some lectures can be provided for those adults who have children where this problem will be discussed. What is more, teenagers spend most of their time in schools. Therefore, teachers can influence them too. It is vital for young people to know that they should not listen to their peers as they are not role models for them. So this topic can be discussed on some seminars. Thus, from the first grade they will be aware of some problems that can raise, as the result, of bad behaviour.
Taking everything into consideration, there are numerous reasons why teenagers are involved in the crimes. Despite of this fact, some tactics can be deployed in order to bypass this development.",7
2.08,10,36.0,0.18,1,0.11,0.12,0.06,1,103,0.06,0,10,3,8.33,6,0,0.36,0.38,0.06,0.4,9,13,"﻿The bar chart reveals the information about the distribution of three various social networks in use between four main age groups of users in the Unites States - categories ""18-29"", ""30-49"", ""50-64"" and ""65+"".

As can be seen, Facebook and Instagram are prevalent among young as well as middle-aged people (87% and 53%, 73% and 25%, respectively). In addition, the highest proprtions of adults from ""30-49"" and ""50-64"" age groups use the social network called LinkedIn.

It is clear from the graph, that aged people, in contrast, choose Facebook and Instagram much more rarely that the younger generation, sharing 56% and just 6% of users in these networks. Quite noticeably, the percentage of the elderly in LinkedIn is also quite low and it actually amounts to the number of young people using Facebook (both 22% exactly).

All in all, the majority of Internet users evidently prefer using social networks such as Facebook and Instagram irrespective of the age group they belong to.",7
